,name,stars,review,price,note,open_time,restautant_type,address
0,TNT coffee &amp; tea,4.7,(48),None,"['Dine-in', 'Takeout', 'Delivery']","['Open', ' ⋅ Closes 10:30\u202fPM']",Cafe,12-14 Đ. 449
1,Highlands Coffee,4.3,"(1,142)",None,"['Dine-in', 'Takeout', 'Delivery']","['Open', ' ⋅ Closes 9\u202fPM']",Coffee shop,331 Lê Văn Việt
2,salana coffee,5.0,(1),None,"['Dine-in', 'Takeout']",[],None,None
3,Hi Coffee - Cà phê sân vườn Thủ Đức,4.4,(17),None,['Dine-in'],"['Open', ' ⋅ Closes 10\u202fPM']",Coffee shop,2-4 Đ. Số 385
4,Coffee Cây Sung,None,None,None,"['Dine-in', 'Drive-through', 'Delivery']",['Open 24 hours'],Cafe,175/69/10T
5,LC Coffee,4.8,(67),None,"['Dine-in', 'Drive-through', 'No-contact delivery']","['Open', ' ⋅ Closes 10\u202fPM']",Cafe,65 Làng Tăng Phú
