,name,stars,review,price,note,open_time,restautant_type,address,ward,district,city
10798,Sầu Riêng Sạch,4.8,(8),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 9\u202fAM Sat',Restaurant,127 Chợ Hàng,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10799,Cô Thăm Sài Gòn Bánh Mì Sạch,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10800,Cocoroti Đình Đông,3.0,(1),None,'Dine-in',,None,None,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10801,Oggy - Fusion Restaurant,4.4,(40),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 10:30\u202fAM Sat',Japanese,54 BT1,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10802,Nhà Hàng 207 Đình Đông Ngan - Vịt,3.0,(1),None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10803,36 Chợ Hàng Cú Bánh Mỳ Nóng,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10804,Nguyễn văn hoà,None,None,None,'Dine-in';  'Drive-through';  'No-contact delivery','Closed';  ' ⋅ Opens 7\u202fAM Sat',Restaurant,Thôn trà sơn,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10805,Vịt Cỏ Ninh Hường Cs2,4.0,(76),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 6\u202fAM Sat',Restaurant,207 Đình Đông,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10806,Thủy Anh Phở Bò Nam Định,4.0,(1),None,'Dine-in';  'Takeout',,None,None,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10807,Khánh Linh,None,None,None,,,None,None,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10808,Nhà Hàng Hotto,4.7,(3),None,'Dine-in';  'Takeout';  'Delivery','Open 24 hours',Restaurant,Big C,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10809,Quán Bún Chả Quạt Hồng Đạt,3.8,(27),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 9:30\u202fAM Sat',Noodle Shop,83 Đình Đông,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10810,Quán Alo Milk,None,None,None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10811,Chân Gà Hẻm,4.5,(2),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 10:30\u202fAM Sat',Family-friendly,17 Ng. 122 Đình Đông,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10812,Bún Chả Bình,None,None,None,'Dine-in';  'Takeout';  'Delivery',,None,None,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10813,An Toan Nutrution Soup Store,3.0,(1),None,'Takeout',,None,None,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10814,Quán Phở Trí Sang,3.0,(1),None,'Dine-in';  'Takeout',,None,None,Phường Máy Chai,Quận Ngô Quyền,Thành phố Hải Phòng
10815,Nhà hàng,5.0,(1),None,'Dine-in',,None,None,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10816,Nhà Hàng Trần Vũ Phương,None,None,None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 8\u202fAM Sat',Brunch,"71C/3, Khu Vực 2, Phường An Khánh, Quận Ninh Kiều",Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10817,Quán Ăn Việt Ý,4.7,(3),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"151A8 KDC Thới Nhựt, Quận Ninh Kiều, Tp Cần Thơ",Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10818,Làng Ẩm Thực HỒ BÚN SÁNG,4.5,(15),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 1\u202fAM',Restaurant,"Hồ bún sáng, Hẻm 51",Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10819,Quán Trái Cây Ăn Thả Ga,3.0,(1),None,'Dine-in';  'Takeout',,None,None,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10820,Quán Hân Hân,5.0,(1),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Sat',Bistro,30 Đ. Nguyễn Hiền,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10821,Quán Home Cafe,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10822,Nhà hàng TRỌNG HỮU,4.5,(19),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 9\u202fAM Sat',Restaurant,29 Đường B29,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10823,Quán Cơm Tấm Hai Lúa 132 Ba Thang Hai Phương Xuân Khánh Quận Ninh Kiều Cần Thơ,4.1,(119),None,'Dine-in';  'Drive-through','Closed';  ' ⋅ Opens 7\u202fAM Sat',Restaurant,132 Ba Tháng Hai,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10824,Vựa Cá Biển Đức Lợi,1.0,(1),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"31, Đường 5A, Chợ An Khánh, Phường An Khánh, Quận Ninh Kiều, Thành Phố Cần Thơ",Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10825,Thảo Nguyên Quán,3.5,(11),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 1\u202fAM',Restaurant,"183H, tp, Nguyễn Văn Cừ nối dài",Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10826,BÊ THUI SỐ 1 - DÊ SỐ 1,3.6,(56),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 8\u202fAM Sat',Restaurant,"Đường Số 7, Khu nhà ở CB-GV ĐẠI HỌC CẦN THƠ Phường An Khánh Ninh Kiều Can Tho City",Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10827,Nhà hàng 6 Đời 1,3.9,(118),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 9\u202fAM Sat',Restaurant,136b Đ. Nguyễn Văn Cừ,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10828,Quán Ăn Lan,5.0,(1),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"337A/13, Quốc Lộ 91B, Quận Ninh Kiều, Thành Phố Cần Thơ",Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10829,Đại Ngân Food &amp; Beer,4.6,(23),None,'Dine-in';  'Curbside pickup';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Family-friendly,Hẻm Liên Tổ 1 - 2,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10830,Quán Ăn Tây Đô,4.3,(3),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 8\u202fAM Sat',Bistro,"2QH3+Q68, Đ. Nguyễn Văn Linh",Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10831,Nhà Hàng Sao Mai,3.9,(412),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 8\u202fAM Sat',Restaurant,"Số 41A Đường 3/2 Phuong Xuân Khánh, Ba Tháng Hai",Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10832,Quán Ăn Gia Đình Sáu Đời 1,3.9,(7),None,'Dine-in';  'Takeout',,None,None,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10833,Quán Nhậu BBQ 19,3.8,(9),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 4:30\u202fPM Sat',Restaurant,141 Đ. Nguyễn Tri Phương,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10834,SÚP 68,4.4,(25),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 6\u202fAM Sat',Family-friendly,132D Nguyễn Văn Cừ nối dài,Phường Đồng Hoà,Quận Kiến An,Thành phố Hải Phòng
10835,Nhà hàng,5.0,(1),None,'Dine-in',,None,None,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10836,Nhà Hàng Trần Vũ Phương,None,None,None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 8\u202fAM Sat',Brunch,"71C/3, Khu Vực 2, Phường An Khánh, Quận Ninh Kiều",Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10837,Quán Ăn Việt Ý,4.7,(3),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"151A8 KDC Thới Nhựt, Quận Ninh Kiều, Tp Cần Thơ",Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10838,Làng Ẩm Thực HỒ BÚN SÁNG,4.5,(15),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 1\u202fAM',Restaurant,"Hồ bún sáng, Hẻm 51",Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10839,Quán Trái Cây Ăn Thả Ga,3.0,(1),None,'Dine-in';  'Takeout',,None,None,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10840,Quán Hân Hân,5.0,(1),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Sat',Bistro,30 Đ. Nguyễn Hiền,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10841,Quán Home Cafe,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10842,Nhà hàng TRỌNG HỮU,4.5,(19),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 9\u202fAM Sat',Restaurant,29 Đường B29,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10843,Quán Cơm Tấm Hai Lúa 132 Ba Thang Hai Phương Xuân Khánh Quận Ninh Kiều Cần Thơ,4.1,(119),None,'Dine-in';  'Drive-through','Closed';  ' ⋅ Opens 7\u202fAM Sat',Restaurant,132 Ba Tháng Hai,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10844,Vựa Cá Biển Đức Lợi,1.0,(1),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"31, Đường 5A, Chợ An Khánh, Phường An Khánh, Quận Ninh Kiều, Thành Phố Cần Thơ",Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10845,Thảo Nguyên Quán,3.5,(11),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 1\u202fAM',Restaurant,"183H, tp, Nguyễn Văn Cừ nối dài",Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10846,BÊ THUI SỐ 1 - DÊ SỐ 1,3.6,(56),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 8\u202fAM Sat',Restaurant,"Đường Số 7, Khu nhà ở CB-GV ĐẠI HỌC CẦN THƠ Phường An Khánh Ninh Kiều Can Tho City",Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10847,Nhà hàng 6 Đời 1,3.9,(118),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 9\u202fAM Sat',Restaurant,136b Đ. Nguyễn Văn Cừ,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10848,Quán Ăn Lan,5.0,(1),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"337A/13, Quốc Lộ 91B, Quận Ninh Kiều, Thành Phố Cần Thơ",Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10849,Đại Ngân Food &amp; Beer,4.6,(23),None,'Dine-in';  'Curbside pickup';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Family-friendly,Hẻm Liên Tổ 1 - 2,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10850,Quán Ăn Tây Đô,4.3,(3),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 8\u202fAM Sat',Bistro,"2QH3+Q68, Đ. Nguyễn Văn Linh",Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10851,Nhà Hàng Sao Mai,3.9,(412),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 8\u202fAM Sat',Restaurant,"Số 41A Đường 3/2 Phuong Xuân Khánh, Ba Tháng Hai",Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10852,Quán Ăn Gia Đình Sáu Đời 1,3.9,(7),None,'Dine-in';  'Takeout',,None,None,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10853,Quán Nhậu BBQ 19,3.8,(9),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 4:30\u202fPM Sat',Restaurant,141 Đ. Nguyễn Tri Phương,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10854,SÚP 68,4.4,(25),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 6\u202fAM Sat',Family-friendly,132D Nguyễn Văn Cừ nối dài,Phường Tràng Minh,Quận Kiến An,Thành phố Hải Phòng
10855,Nhà hàng,5.0,(1),None,'Dine-in',,None,None,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10856,Nhà Hàng Trần Vũ Phương,None,None,None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 8\u202fAM Sat',Brunch,"71C/3, Khu Vực 2, Phường An Khánh, Quận Ninh Kiều",Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10857,Quán Ăn Việt Ý,4.7,(3),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"151A8 KDC Thới Nhựt, Quận Ninh Kiều, Tp Cần Thơ",Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10858,Làng Ẩm Thực HỒ BÚN SÁNG,4.5,(15),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 1\u202fAM',Restaurant,"Hồ bún sáng, Hẻm 51",Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10859,Quán Trái Cây Ăn Thả Ga,3.0,(1),None,'Dine-in';  'Takeout',,None,None,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10860,Quán Hân Hân,5.0,(1),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Sat',Bistro,30 Đ. Nguyễn Hiền,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10861,Quán Home Cafe,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10862,Nhà hàng TRỌNG HỮU,4.5,(19),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 9\u202fAM Sat',Restaurant,29 Đường B29,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10863,Quán Cơm Tấm Hai Lúa 132 Ba Thang Hai Phương Xuân Khánh Quận Ninh Kiều Cần Thơ,4.1,(119),None,'Dine-in';  'Drive-through','Closed';  ' ⋅ Opens 7\u202fAM Sat',Restaurant,132 Ba Tháng Hai,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10864,Vựa Cá Biển Đức Lợi,1.0,(1),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"31, Đường 5A, Chợ An Khánh, Phường An Khánh, Quận Ninh Kiều, Thành Phố Cần Thơ",Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10865,Thảo Nguyên Quán,3.5,(11),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 1\u202fAM',Restaurant,"183H, tp, Nguyễn Văn Cừ nối dài",Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10866,BÊ THUI SỐ 1 - DÊ SỐ 1,3.6,(56),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 8\u202fAM Sat',Restaurant,"Đường Số 7, Khu nhà ở CB-GV ĐẠI HỌC CẦN THƠ Phường An Khánh Ninh Kiều Can Tho City",Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10867,Nhà hàng 6 Đời 1,3.9,(118),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 9\u202fAM Sat',Restaurant,136b Đ. Nguyễn Văn Cừ,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10868,Quán Ăn Lan,5.0,(1),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"337A/13, Quốc Lộ 91B, Quận Ninh Kiều, Thành Phố Cần Thơ",Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10869,Đại Ngân Food &amp; Beer,4.6,(23),None,'Dine-in';  'Curbside pickup';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Family-friendly,Hẻm Liên Tổ 1 - 2,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10870,Quán Ăn Tây Đô,4.3,(3),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 8\u202fAM Sat',Bistro,"2QH3+Q68, Đ. Nguyễn Văn Linh",Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10871,Nhà Hàng Sao Mai,3.9,(412),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 8\u202fAM Sat',Restaurant,"Số 41A Đường 3/2 Phuong Xuân Khánh, Ba Tháng Hai",Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10872,Quán Ăn Gia Đình Sáu Đời 1,3.9,(7),None,'Dine-in';  'Takeout',,None,None,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10873,Quán Nhậu BBQ 19,3.8,(9),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 4:30\u202fPM Sat',Restaurant,141 Đ. Nguyễn Tri Phương,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10874,SÚP 68,4.4,(25),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 6\u202fAM Sat',Family-friendly,132D Nguyễn Văn Cừ nối dài,Phường Ngọc Sơn,Quận Kiến An,Thành phố Hải Phòng
10875,Nhà hàng,5.0,(1),None,'Dine-in',,None,None,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10876,Nhà Hàng Trần Vũ Phương,None,None,None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 8\u202fAM Sat',Brunch,"71C/3, Khu Vực 2, Phường An Khánh, Quận Ninh Kiều",Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10877,Quán Ăn Việt Ý,4.7,(3),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"151A8 KDC Thới Nhựt, Quận Ninh Kiều, Tp Cần Thơ",Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10878,Làng Ẩm Thực HỒ BÚN SÁNG,4.5,(15),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 1\u202fAM',Restaurant,"Hồ bún sáng, Hẻm 51",Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10879,Quán Trái Cây Ăn Thả Ga,3.0,(1),None,'Dine-in';  'Takeout',,None,None,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10880,Quán Hân Hân,5.0,(1),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 7\u202fAM Sat',Bistro,30 Đ. Nguyễn Hiền,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10881,Quán Home Cafe,None,None,None,'Dine-in';  'Takeout',,None,None,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10882,Nhà hàng TRỌNG HỮU,4.5,(19),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 9\u202fAM Sat',Restaurant,29 Đường B29,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10883,Quán Cơm Tấm Hai Lúa 132 Ba Thang Hai Phương Xuân Khánh Quận Ninh Kiều Cần Thơ,4.1,(119),None,'Dine-in';  'Drive-through','Closed';  ' ⋅ Opens 7\u202fAM Sat',Restaurant,132 Ba Tháng Hai,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10884,Vựa Cá Biển Đức Lợi,1.0,(1),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"31, Đường 5A, Chợ An Khánh, Phường An Khánh, Quận Ninh Kiều, Thành Phố Cần Thơ",Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10885,Thảo Nguyên Quán,3.5,(11),None,'Dine-in';  'Takeout','Open';  ' ⋅ Closes 1\u202fAM',Restaurant,"183H, tp, Nguyễn Văn Cừ nối dài",Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10886,BÊ THUI SỐ 1 - DÊ SỐ 1,3.6,(56),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 8\u202fAM Sat',Restaurant,"Đường Số 7, Khu nhà ở CB-GV ĐẠI HỌC CẦN THƠ Phường An Khánh Ninh Kiều Can Tho City",Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10887,Nhà hàng 6 Đời 1,3.9,(118),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 9\u202fAM Sat',Restaurant,136b Đ. Nguyễn Văn Cừ,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10888,Quán Ăn Lan,5.0,(1),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 10:30\u202fPM ⋅ Opens 7\u202fAM Sat',Restaurant,"337A/13, Quốc Lộ 91B, Quận Ninh Kiều, Thành Phố Cần Thơ",Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10889,Đại Ngân Food &amp; Beer,4.6,(23),None,'Dine-in';  'Curbside pickup';  'No-contact delivery','Open';  ' ⋅ Closes 12\u202fAM',Family-friendly,Hẻm Liên Tổ 1 - 2,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10890,Quán Ăn Tây Đô,4.3,(3),None,'Dine-in';  'Takeout','Closed';  ' ⋅ Opens 8\u202fAM Sat',Bistro,"2QH3+Q68, Đ. Nguyễn Văn Linh",Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10891,Nhà Hàng Sao Mai,3.9,(412),None,'Dine-in';  'Takeout','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 8\u202fAM Sat',Restaurant,"Số 41A Đường 3/2 Phuong Xuân Khánh, Ba Tháng Hai",Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10892,Quán Ăn Gia Đình Sáu Đời 1,3.9,(7),None,'Dine-in';  'Takeout',,None,None,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10893,Quán Nhậu BBQ 19,3.8,(9),None,'Dine-in';  'Takeout';  'Delivery','Closes soon';  ' ⋅ 11\u202fPM ⋅ Opens 4:30\u202fPM Sat',Restaurant,141 Đ. Nguyễn Tri Phương,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
10894,SÚP 68,4.4,(25),None,'Dine-in';  'Takeout';  'Delivery','Closed';  ' ⋅ Opens 6\u202fAM Sat',Family-friendly,132D Nguyễn Văn Cừ nối dài,Phường Trần Thành Ngọ,Quận Kiến An,Thành phố Hải Phòng
