,CityName,CityID,District,DistrictID,Ward,WardID,Level,EnglishName
951,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Thị trấn Chợ Rã,1888.0,Thị trấn,
952,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Bành Trạch,1891.0,Xã,
953,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Phúc Lộc,1894.0,Xã,
954,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Hà Hiệu,1897.0,Xã,
955,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Cao Thượng,1900.0,Xã,
956,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Khang Ninh,1906.0,Xã,
957,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Nam Mẫu,1909.0,Xã,
958,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Thượng Giáo,1912.0,Xã,
959,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Địa Linh,1915.0,Xã,
960,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Yến Dương,1918.0,Xã,
961,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Chu Hương,1921.0,Xã,
962,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Quảng Khê,1924.0,Xã,
963,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Mỹ Phương,1927.0,Xã,
964,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Hoàng Trĩ,1930.0,Xã,
965,Tỉnh Bắc Kạn,6,Huyện Ba Bể,61,Xã Đồng Phúc,1933.0,Xã,
966,Tỉnh Bắc Kạn,6,Huyện Ngân Sơn,62,Thị trấn Nà Phặc,1936.0,Thị trấn,
967,Tỉnh Bắc Kạn,6,Huyện Ngân Sơn,62,Xã Thượng Ân,1939.0,Xã,
968,Tỉnh Bắc Kạn,6,Huyện Ngân Sơn,62,Xã Bằng Vân,1942.0,Xã,
969,Tỉnh Bắc Kạn,6,Huyện Ngân Sơn,62,Xã Cốc Đán,1945.0,Xã,
970,Tỉnh Bắc Kạn,6,Huyện Ngân Sơn,62,Xã Trung Hoà,1948.0,Xã,
971,Tỉnh Bắc Kạn,6,Huyện Ngân Sơn,62,Xã Đức Vân,1951.0,Xã,
972,Tỉnh Bắc Kạn,6,Huyện Ngân Sơn,62,Xã Vân Tùng,1954.0,Xã,
973,Tỉnh Bắc Kạn,6,Huyện Ngân Sơn,62,Xã Thượng Quan,1957.0,Xã,
974,Tỉnh Bắc Kạn,6,Huyện Ngân Sơn,62,Xã Hiệp Lực,1960.0,Xã,
975,Tỉnh Bắc Kạn,6,Huyện Ngân Sơn,62,Xã Thuần Mang,1963.0,Xã,
976,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Thị trấn Phủ Thông,1969.0,Thị trấn,
977,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Vi Hương,1975.0,Xã,
978,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Sĩ Bình,1978.0,Xã,
979,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Vũ Muộn,1981.0,Xã,
980,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Đôn Phong,1984.0,Xã,
981,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Lục Bình,1990.0,Xã,
982,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Tân Tú,1993.0,Xã,
983,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Nguyên Phúc,1999.0,Xã,
984,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Cao Sơn,2002.0,Xã,
985,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Quân Hà,2005.0,Xã,
986,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Cẩm Giàng,2008.0,Xã,
987,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Mỹ Thanh,2011.0,Xã,
988,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Dương Phong,2014.0,Xã,
989,Tỉnh Bắc Kạn,6,Huyện Bạch Thông,63,Xã Quang Thuận,2017.0,Xã,
990,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Thị trấn Bằng Lũng,2020.0,Thị trấn,
991,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Xuân Lạc,2023.0,Xã,
992,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Nam Cường,2026.0,Xã,
993,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Đồng Lạc,2029.0,Xã,
994,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Tân Lập,2032.0,Xã,
995,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Bản Thi,2035.0,Xã,
996,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Quảng Bạch,2038.0,Xã,
997,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Bằng Phúc,2041.0,Xã,
998,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Yên Thịnh,2044.0,Xã,
999,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Yên Thượng,2047.0,Xã,
1000,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Phương Viên,2050.0,Xã,
1001,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Ngọc Phái,2053.0,Xã,
1002,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Đồng Thắng,2059.0,Xã,
1003,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Lương Bằng,2062.0,Xã,
1004,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Bằng Lãng,2065.0,Xã,
1005,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Đại Sảo,2068.0,Xã,
1006,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Nghĩa Tá,2071.0,Xã,
1007,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Yên Mỹ,2077.0,Xã,
1008,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Bình Trung,2080.0,Xã,
1009,Tỉnh Bắc Kạn,6,Huyện Chợ Đồn,64,Xã Yên Phong,2083.0,Xã,
1010,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Thị trấn Đồng Tâm,2086.0,Thị trấn,
1011,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Tân Sơn,2089.0,Xã,
1012,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Thanh Vận,2092.0,Xã,
1013,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Mai Lạp,2095.0,Xã,
1014,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Hoà Mục,2098.0,Xã,
1015,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Thanh Mai,2101.0,Xã,
1016,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Cao Kỳ,2104.0,Xã,
1017,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Nông Hạ,2107.0,Xã,
1018,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Yên Cư,2110.0,Xã,
1019,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Thanh Thịnh,2113.0,Xã,
1020,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Yên Hân,2116.0,Xã,
1021,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Như Cố,2122.0,Xã,
1022,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Bình Văn,2125.0,Xã,
1023,Tỉnh Bắc Kạn,6,Huyện Chợ Mới,65,Xã Quảng Chu,2131.0,Xã,
1024,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Văn Vũ,2137.0,Xã,
1025,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Văn Lang,2140.0,Xã,
1026,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Lương Thượng,2143.0,Xã,
1027,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Kim Hỷ,2146.0,Xã,
1028,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Cường Lợi,2152.0,Xã,
1029,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Thị trấn Yến Lạc,2155.0,Thị trấn,
1030,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Kim Lư,2158.0,Xã,
1031,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Sơn Thành,2161.0,Xã,
1032,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Văn Minh,2170.0,Xã,
1033,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Côn Minh,2173.0,Xã,
1034,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Cư Lễ,2176.0,Xã,
1035,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Trần Phú,2179.0,Xã,
1036,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Quang Phong,2185.0,Xã,
1037,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Dương Sơn,2188.0,Xã,
1038,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Xuân Dương,2191.0,Xã,
1039,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Đổng Xá,2194.0,Xã,
1040,Tỉnh Bắc Kạn,6,Huyện Na Rì,66,Xã Liêm Thuỷ,2197.0,Xã,
1041,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Phường Phan Thiết,2200.0,Phường,
1042,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Phường Minh Xuân,2203.0,Phường,
1043,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Phường Tân Quang,2206.0,Phường,
1044,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Xã Tràng Đà,2209.0,Xã,
1045,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Phường Nông Tiến,2212.0,Phường,
1046,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Phường Ỷ La,2215.0,Phường,
1047,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Phường Tân Hà,2216.0,Phường,
1048,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Phường Hưng Thành,2218.0,Phường,
1049,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Xã Kim Phú,2497.0,Xã,
1050,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Xã An Khang,2503.0,Xã,
1051,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Phường Mỹ Lâm,2509.0,Phường,
1052,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Phường An Tường,2512.0,Phường,
1053,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Xã Lưỡng Vượng,2515.0,Xã,
1054,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Xã Thái Long,2521.0,Xã,
1055,Tỉnh Tuyên Quang,8,Thành phố Tuyên Quang,70,Phường Đội Cấn,2524.0,Phường,
1056,Tỉnh Tuyên Quang,8,Huyện Lâm Bình,71,Xã Phúc Yên,2233.0,Xã,
1057,Tỉnh Tuyên Quang,8,Huyện Lâm Bình,71,Xã Xuân Lập,2242.0,Xã,
1058,Tỉnh Tuyên Quang,8,Huyện Lâm Bình,71,Xã Khuôn Hà,2251.0,Xã,
1059,Tỉnh Tuyên Quang,8,Huyện Lâm Bình,71,Thị trấn Lăng Can,2266.0,Thị trấn,
1060,Tỉnh Tuyên Quang,8,Huyện Lâm Bình,71,Xã Thượng Lâm,2269.0,Xã,
1061,Tỉnh Tuyên Quang,8,Huyện Lâm Bình,71,Xã Bình An,2290.0,Xã,
1062,Tỉnh Tuyên Quang,8,Huyện Lâm Bình,71,Xã Hồng Quang,2293.0,Xã,
1063,Tỉnh Tuyên Quang,8,Huyện Lâm Bình,71,Xã Thổ Bình,2296.0,Xã,
1064,Tỉnh Tuyên Quang,8,Huyện Lâm Bình,71,Xã Phúc Sơn,2299.0,Xã,
1065,Tỉnh Tuyên Quang,8,Huyện Lâm Bình,71,Xã Minh Quang,2302.0,Xã,
1066,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Thị trấn Na Hang,2221.0,Thị trấn,
1067,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Sinh Long,2227.0,Xã,
1068,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Thượng Giáp,2230.0,Xã,
1069,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Thượng Nông,2239.0,Xã,
1070,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Côn Lôn,2245.0,Xã,
1071,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Yên Hoa,2248.0,Xã,
1072,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Hồng Thái,2254.0,Xã,
1073,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Đà Vị,2260.0,Xã,
1074,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Khau Tinh,2263.0,Xã,
1075,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Sơn Phú,2275.0,Xã,
1076,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Năng Khả,2281.0,Xã,
1077,Tỉnh Tuyên Quang,8,Huyện Na Hang,72,Xã Thanh Tương,2284.0,Xã,
1078,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Thị trấn Vĩnh Lộc,2287.0,Thị trấn,
1079,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Trung Hà,2305.0,Xã,
1080,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Tân Mỹ,2308.0,Xã,
1081,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Hà Lang,2311.0,Xã,
1082,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Hùng Mỹ,2314.0,Xã,
1083,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Yên Lập,2317.0,Xã,
1084,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Tân An,2320.0,Xã,
1085,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Bình Phú,2323.0,Xã,
1086,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Xuân Quang,2326.0,Xã,
1087,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Ngọc Hội,2329.0,Xã,
1088,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Phú Bình,2332.0,Xã,
1089,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Hòa Phú,2335.0,Xã,
1090,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Phúc Thịnh,2338.0,Xã,
1091,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Kiên Đài,2341.0,Xã,
1092,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Tân Thịnh,2344.0,Xã,
1093,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Trung Hòa,2347.0,Xã,
1094,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Kim Bình,2350.0,Xã,
1095,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Hòa An,2353.0,Xã,
1096,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Vinh Quang,2356.0,Xã,
1097,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Tri Phú,2359.0,Xã,
1098,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Nhân Lý,2362.0,Xã,
1099,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Yên Nguyên,2365.0,Xã,
1100,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Linh Phú,2368.0,Xã,
1101,Tỉnh Tuyên Quang,8,Huyện Chiêm Hóa,73,Xã Bình Nhân,2371.0,Xã,
1102,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Thị trấn Tân Yên,2374.0,Thị trấn,
1103,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Yên Thuận,2377.0,Xã,
1104,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Bạch Xa,2380.0,Xã,
1105,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Minh Khương,2383.0,Xã,
1106,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Yên Lâm,2386.0,Xã,
1107,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Minh Dân,2389.0,Xã,
1108,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Phù Lưu,2392.0,Xã,
1109,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Minh Hương,2395.0,Xã,
1110,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Yên Phú,2398.0,Xã,
1111,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Tân Thành,2401.0,Xã,
1112,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Bình Xa,2404.0,Xã,
1113,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Thái Sơn,2407.0,Xã,
1114,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Nhân Mục,2410.0,Xã,
1115,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Thành Long,2413.0,Xã,
1116,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Bằng Cốc,2416.0,Xã,
1117,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Thái Hòa,2419.0,Xã,
1118,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Đức Ninh,2422.0,Xã,
1119,Tỉnh Tuyên Quang,8,Huyện Hàm Yên,74,Xã Hùng Đức,2425.0,Xã,
1120,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Quí Quân,2431.0,Xã,
1121,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Lực Hành,2434.0,Xã,
1122,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Kiến Thiết,2437.0,Xã,
1123,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Trung Minh,2440.0,Xã,
1124,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Chiêu Yên,2443.0,Xã,
1125,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Trung Trực,2446.0,Xã,
1126,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Xuân Vân,2449.0,Xã,
1127,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Phúc Ninh,2452.0,Xã,
1128,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Hùng Lợi,2455.0,Xã,
1129,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Trung Sơn,2458.0,Xã,
1130,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Tân Tiến,2461.0,Xã,
1131,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Tứ Quận,2464.0,Xã,
1132,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Đạo Viện,2467.0,Xã,
1133,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Tân Long,2470.0,Xã,
1134,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Thị trấn Yên Sơn,2473.0,Thị trấn,
1135,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Kim Quan,2476.0,Xã,
1136,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Lang Quán,2479.0,Xã,
1137,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Phú Thịnh,2482.0,Xã,
1138,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Công Đa,2485.0,Xã,
1139,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Trung Môn,2488.0,Xã,
1140,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Chân Sơn,2491.0,Xã,
1141,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Thái Bình,2494.0,Xã,
1142,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Tiến Bộ,2500.0,Xã,
1143,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Mỹ Bằng,2506.0,Xã,
1144,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Hoàng Khai,2518.0,Xã,
1145,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Nhữ Hán,2527.0,Xã,
1146,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Nhữ Khê,2530.0,Xã,
1147,Tỉnh Tuyên Quang,8,Huyện Yên Sơn,75,Xã Đội Bình,2533.0,Xã,
1148,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Thị trấn Sơn Dương,2536.0,Thị trấn,
1149,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Trung Yên,2539.0,Xã,
1150,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Minh Thanh,2542.0,Xã,
1151,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Tân Trào,2545.0,Xã,
1152,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Vĩnh Lợi,2548.0,Xã,
1153,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Thượng Ấm,2551.0,Xã,
1154,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Bình Yên,2554.0,Xã,
1155,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Lương Thiện,2557.0,Xã,
1156,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Tú Thịnh,2560.0,Xã,
1157,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Cấp Tiến,2563.0,Xã,
1158,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Hợp Thành,2566.0,Xã,
1159,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Phúc Ứng,2569.0,Xã,
1160,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Đông Thọ,2572.0,Xã,
1161,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Kháng Nhật,2575.0,Xã,
1162,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Hợp Hòa,2578.0,Xã,
1163,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Quyết Thắng,2584.0,Xã,
1164,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Đồng Quý,2587.0,Xã,
1165,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Tân Thanh,2590.0,Xã,
1166,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Vân Sơn,2593.0,Xã,
1167,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Văn Phú,2596.0,Xã,
1168,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Chi Thiết,2599.0,Xã,
1169,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Đông Lợi,2602.0,Xã,
1170,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Thiện Kế,2605.0,Xã,
1171,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Hồng Lạc,2608.0,Xã,
1172,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Phú Lương,2611.0,Xã,
1173,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Ninh Lai,2614.0,Xã,
1174,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Đại Phú,2617.0,Xã,
1175,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Sơn Nam,2620.0,Xã,
1176,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Hào Phú,2623.0,Xã,
1177,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Tam Đa,2626.0,Xã,
1178,Tỉnh Tuyên Quang,8,Huyện Sơn Dương,76,Xã Trường Sinh,2632.0,Xã,
1179,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Duyên Hải,2635.0,Phường,
1180,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Lào Cai,2641.0,Phường,
1181,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Cốc Lếu,2644.0,Phường,
1182,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Kim Tân,2647.0,Phường,
1183,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Bắc Lệnh,2650.0,Phường,
1184,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Pom Hán,2653.0,Phường,
1185,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Xuân Tăng,2656.0,Phường,
1186,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Bình Minh,2658.0,Phường,Binh Minh Commune
1187,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Thống Nhất,2659.0,Xã,
1188,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Đồng Tuyển,2662.0,Xã,
1189,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Vạn Hoà,2665.0,Xã,
1190,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Bắc Cường,2668.0,Phường,Bac Cuong Commune
1191,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Phường Nam Cường,2671.0,Phường,Nam Cuong Commune
1192,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Cam Đường,2674.0,Xã,
1193,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Tả Phời,2677.0,Xã,
1194,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Hợp Thành,2680.0,Xã,
1195,Tỉnh Lào Cai,10,Thành phố Lào Cai,80,Xã Cốc San,2746.0,Xã,
1196,Tỉnh Lào Cai,10,Huyện Bát Xát,82,Thị trấn Bát Xát,2683.0,Thị trấn,
1197,Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã A Mú Sung,2686.0,Xã,
1198,Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Nậm Chạc,2689.0,Xã,
1199,Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã A Lù,2692.0,Xã,
1200,Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Trịnh Tường,2695.0,Xã,
1201,Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Y Tý,2701.0,Xã,
1202,Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Cốc Mỳ,2704.0,Xã,
1203,Tỉnh Lào Cai,10,Huyện Bát Xát,82,Xã Dền Sáng,2707.0,Xã,
